ALVE01KNMQY2ESE63SB11DYAVEXQ2R	Melissa Croden vs. Daria Zhelezniakova (UFC Fight Night: Burns vs. Malott - Prelims)	UFC Fight Night	2026-04-18
ALVE01KNMQXNDPEDE9JRJJ0ZXTE43P	JJ Aldrich vs. Jamey-Lyn Horth (UFC Fight Night: Burns vs. Malott - Prelims)	UFC Fight Night	2026-04-18
ALVE01KPE3SYCKE0MA3EYFR5CWW7V5	John Castaneda vs. Mark Vologdin (UFC Fight Night: Burns vs. Malott - Prelims)	UFC Fight Night	2026-04-18
ALVE01KNY9D7JYEB2AFGXHNTCRCNWJ	Jamie Siraj vs. John Yannis (UFC Fight Night: Burns vs. Malott - Prelims)	UFC Fight Night	2026-04-18
ALVE01KMGNG8H3EA5AH3EEW6HHM8SR	Renato Moicano vs. Chris Duncan (UFC Fight Night: Moicano vs. Duncan - Main)	UFC Fight Night	2026-04-04
ALVE01KMGNJ1FSEQ2AH7YZRF3KF1AS	Virna Jandiroba vs. Tabatha Ricci (UFC Fight Night: Moicano vs. Duncan - Main)	UFC Fight Night	2026-04-04
ALVE01KMGNGN9GE4NBTZ7QBJ798Z0Q	Abdul Rakhman Yakhyaev vs. Brendson Ribeiro (UFC Fight Night: Moicano vs. Duncan - Main)	UFC Fight Night	2026-04-04
ALVE01KMGNJ3KTERAVE8CHBFSZ103Q	Ethyn Ewing vs. Rafael Estevam (UFC Fight Night: Moicano vs. Duncan - Main)	UFC Fight Night	2026-04-04
ALVE01KMGNHN02E80831EJDTPN9BP9	Tommy McMillen vs. Manolo Zecchini (UFC Fight Night: Moicano vs. Duncan - Main)	UFC Fight Night	2026-04-04
ALVE01KMGNH0VEEGT9XNXNPHX1CANW	Jose Delano vs. Robert Ruchala (UFC Fight Night: Moicano vs. Duncan - Main)	UFC Fight Night	2026-04-04
ALVE01KMGNGV03E6EARTVY18T4F2XS	Guilherme Pat vs. Thomas Petersen (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KMGNG9MNEZ6TCA7CVV56ZBAG	Alessandro Costa vs. Stewart Nicoll (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KMGNH7Q7E6X90KCGG3DZGDDK	Lando Vannata vs. Darrius Flowers (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KMGNJ182ECRSS0FW03CM5EAX	Alice Pereira vs. Hailey Cowan (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KMGNGV9BE4JR26MP9FH8Q2H3	Azamat Bekoev vs. Tresean Gore (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KMGNGNY3E57V24D8Q4FM5PNP	Dione Barbosa vs. Melissa Gatto (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KN7W5VX3E5EVNC2ZQWAYKEK6	Kai Kamaka III vs. Dakota Hope (UFC Fight Night: Moicano vs. Duncan - Prelims)	UFC Fight Night	2026-04-04
ALVE01KKYH7MAZEBVSA0PHV2SETAQG	Israel Adesanya vs. Joe Pyfer (UFC Fight Night: Adesanya vs. Pyfer - Main)	UFC Fight Night	2026-03-28
ALVE01KKYH7DZSEV5VYBEXPHV91BZE	Alexa Grasso vs. Maycee Barber (UFC Fight Night: Adesanya vs. Pyfer - Main)	UFC Fight Night	2026-03-28
ALVE01KMGZ78XCENG8DG5GJHQ519KH	Michael Chiesa vs. Niko Price (UFC Fight Night: Adesanya vs. Pyfer - Main)	UFC Fight Night	2026-03-28
ALVE01KKYH5H2JETFS3ZZZJ997XY8H	Julian Erosa vs. Lerryan Douglas (UFC Fight Night: Adesanya vs. Pyfer - Main)	UFC Fight Night	2026-03-28
ALVE01KKYH62N5EP1VE181NFBS7V1T	Mansur Abdul-Malik vs. Yousri Belgaroui (UFC Fight Night: Adesanya vs. Pyfer - Main)	UFC Fight Night	2026-03-28
ALVE01KKYH7TPMERS94WKHA1GS4P6T	Terrance McKinney vs. Kyle Nelson (UFC Fight Night: Adesanya vs. Pyfer - Main)	UFC Fight Night	2026-03-28
ALVE01KKYH5SJ1ERH8HS479E14S22M	Ignacio Bahamondes vs. Tofiq Musayev (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KKYH5HSAEHDV3XGJY6N0R0K3	Chase Hooper vs. Lance Gibson Jr. (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KM6QZPYCEGAR2J9XRN4YASAR	Marcin Tybura vs. Tyrell Fortune (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KKYH5ZWXEWJSMMWMQF99X62W	Casey O’Neill vs. Gabriella Fernandes (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KKYH6W87EKXTAEVGSRMZPW8M	Navajo Stirling vs. Bruno Lopes (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KM6QZCVSE10B9X77TXQ96EVV	Ricky Simon vs. Adrian Yanez (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KKYH6TFNEF0TBV41J1KSH3S8	Alexia Thainara vs. Bruna Brasil (UFC Fight Night: Adesanya vs. Pyfer - Prelims)	UFC Fight Night	2026-03-28
ALVE01KKVRMT9WEERTMM6YW99FBQ6V	Movsar Evloev vs. Lerone Murphy (UFC Fight Night: Evloev vs. Murphy - Main)	UFC Fight Night	2026-03-21
ALVE01KKVRMM0JEWGR1M4DN2EHBEMN	Luke Riley vs. Michael Aswell Jr. (UFC Fight Night: Evloev vs. Murphy - Main)	UFC Fight Night	2026-03-21
ALVE01KKVRMKTMENFRSZ6BC0F79HYS	Michael “Venom” Page vs. Sam Patterson (UFC Fight Night: Evloev vs. Murphy - Main)	UFC Fight Night	2026-03-21
ALVE01KKVRNK3NED9873PRGK827TT5	Iwo Baraniewski vs. Austen Lane (UFC Fight Night: Evloev vs. Murphy - Main)	UFC Fight Night	2026-03-21
ALVE01KKVRN8KSER6V5QB1M5MDXDY2	Roman Dolidze vs. Christian Leroy Duncan (UFC Fight Night: Evloev vs. Murphy - Main)	UFC Fight Night	2026-03-21
ALVE01KKVRMNS8EZ7RAJVR9MC43140	Kurtis Campbell vs. Danny Silva (UFC Fight Night: Evloev vs. Murphy - Main)	UFC Fight Night	2026-03-21
ALVE01KKVRPHCQEHDB2Z5DW27AFM4C	Mason Jones vs. Axel Sola (UFC Fight Night: Evloev vs. Murphy - Prelims)	UFC Fight Night	2026-03-21
ALVE01KKVRNRPGE7JR1X9K66EB40R1	Nathaniel Wood vs. Losene Keita (UFC Fight Night: Evloev vs. Murphy - Prelims)	UFC Fight Night	2026-03-21
ALVE01KKVRPW3YE7F8KC97T5796AZ9	Mario Pinto vs. Felipe Franco (UFC Fight Night: Evloev vs. Murphy - Prelims)	UFC Fight Night	2026-03-21
ALVE01KKVRN7SQEFVT6TK4YZ1Q9GDN	Mantas Kondratavicius vs. Antonio Trocoli (UFC Fight Night: Evloev vs. Murphy - Prelims)	UFC Fight Night	2026-03-21
ALVE01KKVRNQRDE4FVRA6193SBV0RH	Louie Sutherland vs. Brando Pericic (UFC Fight Night: Evloev vs. Murphy - Prelims)	UFC Fight Night	2026-03-21
