Manel Kape	Kyoji Horiguchi	ALVE01KTKN8F09ER0A2J4VQP8Y696V	2026-06
Kyoji Horiguchi	Manel Kape	ALVE01KTKN8F09ER0A2J4VQP8Y696V	2026-06
