Mauricio Ruffy	Bobby Green	769614	UFC 313: Pereira vs Ankalaev
Loopy Godinez	Cynthia Calvillo	485139	UFC 287: Fight Pass Prelims
Yana Santos	Irene Aldana	239577	UFC 264: Poirier vs McGregor 3
Yana Santos	Cris Cyborg	21061	UFC 222: Cyborg vs Kunitskaya
